task,ppt,SYNSscene,SYNSView,categorySelected,categoryLabelSelected
Structure,1,48,7,2,Closed Off
Structure,1,56,5,2,Closed Off
Structure,1,31,15,2,Closed Off
Structure,1,5,1,3,Flat
Structure,1,28,7,1,Cluttered / \n Pointy   
Structure,1,58,7,2,Closed Off
Structure,1,80,3,1,Cluttered / \n Pointy   
Structure,1,8,7,3,Flat
Structure,1,53,7,3,Flat
Structure,1,6,5,3,Flat
Structure,1,44,3,1,Cluttered / \n Pointy   
Structure,1,69,7,4,Tunnel/ \n Navigable\n Routes 
Structure,1,16,3,3,Flat
Structure,1,4,5,1,Cluttered / \n Pointy   
Structure,1,8,3,3,Flat
Structure,1,78,17,4,Tunnel/ \n Navigable\n Routes 
Structure,1,77,13,1,Cluttered / \n Pointy   
Structure,1,68,3,1,Cluttered / \n Pointy   
Structure,1,69,11,1,Cluttered / \n Pointy   
Structure,1,28,17,4,Tunnel/ \n Navigable\n Routes 
Structure,1,37,1,3,Flat
Structure,1,55,5,4,Tunnel/ \n Navigable\n Routes 
Structure,1,67,1,4,Tunnel/ \n Navigable\n Routes 
Structure,1,22,13,1,Cluttered / \n Pointy   
Structure,1,21,13,2,Closed Off
Structure,1,68,13,2,Closed Off
Structure,1,6,17,1,Cluttered / \n Pointy   
Structure,1,12,9,1,Cluttered / \n Pointy   
Structure,1,24,11,2,Closed Off
Structure,1,63,5,4,Tunnel/ \n Navigable\n Routes 
Structure,1,66,5,3,Flat
Structure,1,26,1,1,Cluttered / \n Pointy   
Structure,1,39,7,2,Closed Off
Structure,1,24,15,2,Closed Off
Structure,1,1,11,2,Closed Off
Structure,1,44,11,1,Cluttered / \n Pointy   
Structure,1,21,17,2,Closed Off
Structure,1,63,17,4,Tunnel/ \n Navigable\n Routes 
Structure,1,26,11,1,Cluttered / \n Pointy   
Structure,1,77,3,1,Cluttered / \n Pointy   
Structure,1,37,13,3,Flat
Structure,1,56,11,2,Closed Off
Structure,1,22,7,1,Cluttered / \n Pointy   
Structure,1,17,5,3,Flat
Structure,1,29,3,2,Closed Off
Structure,1,49,7,3,Flat
Structure,1,76,9,1,Cluttered / \n Pointy   
Structure,1,63,11,2,Closed Off
Structure,1,9,13,3,Flat
Structure,1,39,11,1,Cluttered / \n Pointy   
Structure,1,23,17,3,Flat
Structure,1,7,1,2,Closed Off
Structure,1,64,17,2,Closed Off
Structure,1,62,3,1,Cluttered / \n Pointy   
Structure,1,25,11,4,Tunnel/ \n Navigable\n Routes 
Structure,1,62,15,3,Flat
Structure,1,23,7,3,Flat
Structure,2,49,15,2,Closed Off
Structure,2,37,15,1,Cluttered / \n Pointy   
Structure,2,5,9,2,Closed Off
Structure,2,39,1,2,Closed Off
Structure,2,47,17,1,Cluttered / \n Pointy   
Structure,2,17,15,2,Closed Off
Structure,2,25,13,2,Closed Off
Structure,2,1,15,2,Closed Off
Structure,2,27,5,2,Closed Off
Structure,2,52,9,3,Flat
Structure,2,39,9,2,Closed Off
Structure,2,56,17,2,Closed Off
Structure,2,2,13,4,Tunnel/ \n Navigable\n Routes 
Structure,2,7,5,2,Closed Off
Structure,2,52,1,1,Cluttered / \n Pointy   
Structure,2,54,9,2,Closed Off
Structure,2,42,17,2,Closed Off
Structure,2,78,5,4,Tunnel/ \n Navigable\n Routes 
Structure,2,12,3,1,Cluttered / \n Pointy   
Structure,2,70,7,4,Tunnel/ \n Navigable\n Routes 
Structure,2,57,5,1,Cluttered / \n Pointy   
Structure,2,22,11,1,Cluttered / \n Pointy   
Structure,2,24,11,2,Closed Off
Structure,2,51,3,3,Flat
Structure,2,30,5,4,Tunnel/ \n Navigable\n Routes 
Structure,2,30,13,2,Closed Off
Structure,2,2,9,2,Closed Off
Structure,2,21,13,2,Closed Off
Structure,2,37,5,3,Flat
Structure,2,16,11,3,Flat
Structure,2,59,17,4,Tunnel/ \n Navigable\n Routes 
Structure,2,62,5,2,Closed Off
Structure,2,57,7,2,Closed Off
Structure,2,73,15,4,Tunnel/ \n Navigable\n Routes 
Structure,2,55,9,4,Tunnel/ \n Navigable\n Routes 
Structure,2,17,13,4,Tunnel/ \n Navigable\n Routes 
Structure,2,8,15,3,Flat
Structure,2,18,17,2,Closed Off
Structure,2,64,7,2,Closed Off
Structure,2,27,1,4,Tunnel/ \n Navigable\n Routes 
Structure,2,35,3,4,Tunnel/ \n Navigable\n Routes 
Structure,2,10,13,1,Cluttered / \n Pointy   
Structure,2,64,11,1,Cluttered / \n Pointy   
Structure,2,68,11,2,Closed Off
Structure,2,26,11,1,Cluttered / \n Pointy   
Structure,2,33,3,3,Flat
Structure,2,31,5,1,Cluttered / \n Pointy   
Structure,2,66,13,3,Flat
Structure,2,79,1,2,Closed Off
Structure,2,75,3,3,Flat
Structure,2,43,15,1,Cluttered / \n Pointy   
Structure,2,28,5,4,Tunnel/ \n Navigable\n Routes 
Structure,2,63,5,3,Flat
Structure,2,39,11,2,Closed Off
Structure,2,74,9,2,Closed Off
Structure,2,48,11,4,Tunnel/ \n Navigable\n Routes 
Structure,2,36,5,4,Tunnel/ \n Navigable\n Routes 
Structure,2,11,15,4,Tunnel/ \n Navigable\n Routes 
Structure,2,78,3,2,Closed Off
Structure,2,24,15,1,Cluttered / \n Pointy   
Structure,2,25,11,4,Tunnel/ \n Navigable\n Routes 
Structure,2,29,15,4,Tunnel/ \n Navigable\n Routes 
Structure,2,3,11,4,Tunnel/ \n Navigable\n Routes 
Structure,2,66,7,3,Flat
Structure,2,44,5,1,Cluttered / \n Pointy   
Structure,2,16,5,3,Flat
Structure,2,35,1,2,Closed Off
Structure,2,41,3,4,Tunnel/ \n Navigable\n Routes 
Structure,2,36,17,4,Tunnel/ \n Navigable\n Routes 
Structure,2,37,13,3,Flat
Structure,2,47,15,1,Cluttered / \n Pointy   
Structure,2,75,9,1,Cluttered / \n Pointy   
Structure,2,49,17,1,Cluttered / \n Pointy   
Structure,2,67,3,2,Closed Off
Structure,2,32,9,3,Flat
Structure,2,44,3,1,Cluttered / \n Pointy   
Structure,2,29,11,2,Closed Off
Structure,2,70,17,4,Tunnel/ \n Navigable\n Routes 
Structure,2,27,13,2,Closed Off
Structure,2,12,1,4,Tunnel/ \n Navigable\n Routes 
Structure,2,61,3,1,Cluttered / \n Pointy   
Structure,2,79,9,2,Closed Off
Structure,2,74,5,4,Tunnel/ \n Navigable\n Routes 
Structure,2,41,1,2,Closed Off
Structure,2,22,3,1,Cluttered / \n Pointy   
Structure,2,6,7,1,Cluttered / \n Pointy   
Structure,2,70,3,1,Cluttered / \n Pointy   
Structure,2,23,11,3,Flat
Structure,2,6,17,1,Cluttered / \n Pointy   
Structure,2,9,1,1,Cluttered / \n Pointy   
Structure,2,61,13,1,Cluttered / \n Pointy   
Structure,2,65,13,2,Closed Off
Structure,2,58,9,2,Closed Off
Structure,2,18,13,1,Cluttered / \n Pointy   
Structure,2,76,5,2,Closed Off
Structure,2,26,13,1,Cluttered / \n Pointy   
Structure,2,80,9,1,Cluttered / \n Pointy   
Structure,2,63,1,4,Tunnel/ \n Navigable\n Routes 
Structure,2,73,13,2,Closed Off
Structure,2,52,5,2,Closed Off
Structure,2,45,7,1,Cluttered / \n Pointy   
Structure,2,35,9,2,Closed Off
Structure,2,42,3,2,Closed Off
Structure,2,9,3,3,Flat
Structure,2,40,13,4,Tunnel/ \n Navigable\n Routes 
Structure,2,79,5,2,Closed Off
Structure,2,22,13,1,Cluttered / \n Pointy   
Structure,2,11,11,4,Tunnel/ \n Navigable\n Routes 
Structure,2,60,17,4,Tunnel/ \n Navigable\n Routes 
Structure,2,42,11,2,Closed Off
Structure,2,57,11,2,Closed Off
Structure,2,22,9,1,Cluttered / \n Pointy   
Structure,2,58,17,2,Closed Off
Structure,2,67,1,4,Tunnel/ \n Navigable\n Routes 
Structure,2,24,1,3,Flat
Structure,2,4,5,1,Cluttered / \n Pointy   
Structure,2,48,17,2,Closed Off
Structure,2,41,13,4,Tunnel/ \n Navigable\n Routes 
Structure,2,76,17,2,Closed Off
Structure,2,37,11,3,Flat
Structure,2,41,9,2,Closed Off
Structure,2,50,17,4,Tunnel/ \n Navigable\n Routes 
Structure,2,56,15,2,Closed Off
Structure,2,56,5,2,Closed Off
Structure,2,65,11,2,Closed Off
Structure,2,77,3,1,Cluttered / \n Pointy   
Structure,2,80,13,1,Cluttered / \n Pointy   
Structure,2,38,7,4,Tunnel/ \n Navigable\n Routes 
Structure,2,34,13,3,Flat
Structure,2,54,5,1,Cluttered / \n Pointy   
Structure,2,72,9,1,Cluttered / \n Pointy   
Structure,2,77,11,1,Cluttered / \n Pointy   
Structure,2,3,15,2,Closed Off
Structure,2,26,3,1,Cluttered / \n Pointy   
Structure,2,54,7,2,Closed Off
Structure,2,43,13,1,Cluttered / \n Pointy   
Structure,2,4,7,1,Cluttered / \n Pointy   
Structure,2,73,1,3,Flat
Structure,2,53,3,2,Closed Off
Structure,2,55,5,4,Tunnel/ \n Navigable\n Routes 
Structure,2,29,1,2,Closed Off
Structure,2,76,1,2,Closed Off
Structure,2,60,13,2,Closed Off
Structure,2,78,15,1,Cluttered / \n Pointy   
Structure,2,8,11,3,Flat
Structure,2,3,1,4,Tunnel/ \n Navigable\n Routes 
Structure,2,47,9,1,Cluttered / \n Pointy   
Structure,2,5,7,1,Cluttered / \n Pointy   
Structure,2,80,1,1,Cluttered / \n Pointy   
Structure,2,47,5,1,Cluttered / \n Pointy   
Structure,2,57,15,2,Closed Off
Structure,2,46,9,3,Flat
Structure,2,69,5,3,Flat
Structure,2,70,9,1,Cluttered / \n Pointy   
Structure,2,27,17,2,Closed Off
Structure,2,65,9,2,Closed Off
Structure,2,31,13,1,Cluttered / \n Pointy   
Structure,2,66,1,3,Flat
Structure,2,36,11,4,Tunnel/ \n Navigable\n Routes 
Structure,2,25,9,2,Closed Off
Structure,2,64,13,1,Cluttered / \n Pointy   
Structure,2,1,9,2,Closed Off
Structure,2,33,7,3,Flat
Structure,2,10,5,3,Flat
Structure,2,76,13,2,Closed Off
Structure,2,41,5,2,Closed Off
Structure,2,19,3,1,Cluttered / \n Pointy   
Structure,2,69,9,2,Closed Off
Structure,2,13,3,2,Closed Off
Structure,2,10,9,1,Cluttered / \n Pointy   
Structure,2,52,7,3,Flat
Structure,2,43,11,1,Cluttered / \n Pointy   
Structure,2,54,1,2,Closed Off
Structure,2,12,13,1,Cluttered / \n Pointy   
Structure,2,9,9,1,Cluttered / \n Pointy   
Structure,2,10,1,2,Closed Off
Structure,2,20,7,3,Flat
Structure,2,80,11,1,Cluttered / \n Pointy   
Structure,2,39,5,2,Closed Off
Structure,2,67,15,4,Tunnel/ \n Navigable\n Routes 
Structure,2,48,9,2,Closed Off
Structure,2,55,17,1,Cluttered / \n Pointy   
Structure,2,6,3,1,Cluttered / \n Pointy   
Structure,2,46,11,3,Flat
Structure,2,7,13,2,Closed Off
Structure,2,20,11,3,Flat
Structure,2,29,9,2,Closed Off
Structure,2,48,13,2,Closed Off
Structure,2,64,5,2,Closed Off
Structure,2,5,1,3,Flat
Structure,2,36,1,2,Closed Off
Structure,2,18,3,2,Closed Off
Structure,2,38,13,2,Closed Off
Structure,2,29,13,2,Closed Off
Structure,2,7,11,4,Tunnel/ \n Navigable\n Routes 
Structure,2,33,1,3,Flat
Structure,2,18,15,2,Closed Off
Structure,2,69,13,2,Closed Off
Structure,2,68,7,2,Closed Off
Structure,2,49,5,3,Flat
Structure,2,13,11,2,Closed Off
Structure,2,59,1,2,Closed Off
Structure,2,32,15,3,Flat
Structure,2,38,9,2,Closed Off
Structure,2,28,17,4,Tunnel/ \n Navigable\n Routes 
Structure,2,15,11,1,Cluttered / \n Pointy   
Structure,2,2,17,2,Closed Off
Structure,2,6,9,1,Cluttered / \n Pointy   
Structure,2,40,11,2,Closed Off
Structure,2,13,13,3,Flat
Structure,2,14,11,2,Closed Off
Structure,2,16,1,3,Flat
Structure,2,35,11,2,Closed Off
Structure,2,44,1,1,Cluttered / \n Pointy   
Structure,2,33,5,3,Flat
Structure,2,9,13,3,Flat
Structure,2,1,1,4,Tunnel/ \n Navigable\n Routes 
Structure,2,8,9,3,Flat
Structure,2,79,3,2,Closed Off
Structure,2,24,3,3,Flat
Structure,2,61,11,1,Cluttered / \n Pointy   
Structure,2,79,13,2,Closed Off
Structure,2,43,1,1,Cluttered / \n Pointy   
Structure,2,60,9,2,Closed Off
Structure,2,72,3,1,Cluttered / \n Pointy   
Structure,2,44,13,1,Cluttered / \n Pointy   
Structure,2,30,7,4,Tunnel/ \n Navigable\n Routes 
Structure,2,78,13,1,Cluttered / \n Pointy   
Structure,2,53,17,3,Flat
Structure,2,47,7,1,Cluttered / \n Pointy   
Structure,2,69,17,2,Closed Off
Structure,2,63,15,1,Cluttered / \n Pointy   
Structure,2,28,1,2,Closed Off
Structure,2,71,11,3,Flat
Structure,2,22,5,2,Closed Off
Structure,2,19,9,1,Cluttered / \n Pointy   
Structure,2,26,5,1,Cluttered / \n Pointy   
Structure,2,79,15,2,Closed Off
Structure,2,70,1,4,Tunnel/ \n Navigable\n Routes 
Structure,2,44,7,1,Cluttered / \n Pointy   
Structure,2,65,17,4,Tunnel/ \n Navigable\n Routes 
Structure,2,17,9,4,Tunnel/ \n Navigable\n Routes 
Structure,2,6,15,1,Cluttered / \n Pointy   
Structure,2,17,11,4,Tunnel/ \n Navigable\n Routes 
Structure,2,8,3,3,Flat
Structure,2,18,9,2,Closed Off
Structure,2,34,5,3,Flat
Structure,2,40,7,2,Closed Off
Structure,2,76,3,2,Closed Off
Structure,2,40,3,2,Closed Off
Structure,2,68,17,2,Closed Off
Structure,2,19,11,1,Cluttered / \n Pointy   
Structure,2,49,11,3,Flat
Structure,2,33,17,3,Flat
Structure,2,64,17,4,Tunnel/ \n Navigable\n Routes 
Structure,2,50,1,3,Flat
Structure,2,9,5,1,Cluttered / \n Pointy   
Structure,2,3,17,4,Tunnel/ \n Navigable\n Routes 
Structure,2,53,9,2,Closed Off
Structure,2,42,13,2,Closed Off
Structure,2,21,1,2,Closed Off
Structure,2,45,5,1,Cluttered / \n Pointy   
Structure,2,2,3,4,Tunnel/ \n Navigable\n Routes 
Structure,2,37,7,3,Flat
Structure,2,79,7,2,Closed Off
Structure,2,39,3,2,Closed Off
Structure,2,57,3,4,Tunnel/ \n Navigable\n Routes 
Structure,2,30,17,4,Tunnel/ \n Navigable\n Routes 
Structure,2,4,17,1,Cluttered / \n Pointy   
Structure,2,65,3,2,Closed Off
Structure,2,24,17,4,Tunnel/ \n Navigable\n Routes 
Structure,2,62,1,3,Flat
Structure,2,75,17,3,Flat
Structure,2,44,11,1,Cluttered / \n Pointy   
Structure,2,23,1,1,Cluttered / \n Pointy   
Structure,2,10,17,2,Closed Off
Structure,2,45,17,1,Cluttered / \n Pointy   
Structure,2,54,15,2,Closed Off
Structure,2,30,11,2,Closed Off
Structure,2,56,11,2,Closed Off
Structure,2,74,7,2,Closed Off
Structure,2,26,15,1,Cluttered / \n Pointy   
Structure,2,22,1,2,Closed Off
Structure,2,65,15,4,Tunnel/ \n Navigable\n Routes 
Structure,2,12,11,2,Closed Off
Structure,2,11,17,2,Closed Off
Structure,2,31,9,4,Tunnel/ \n Navigable\n Routes 
Structure,2,49,1,2,Closed Off
Structure,2,41,15,2,Closed Off
Structure,2,5,5,3,Flat
Structure,2,27,3,2,Closed Off
Structure,2,2,5,2,Closed Off
Structure,2,51,15,3,Flat
Structure,2,4,3,1,Cluttered / \n Pointy   
Structure,2,19,7,1,Cluttered / \n Pointy   
Structure,2,39,17,2,Closed Off
Structure,2,36,15,4,Tunnel/ \n Navigable\n Routes 
Structure,2,73,5,4,Tunnel/ \n Navigable\n Routes 
Structure,2,75,5,3,Flat
Structure,2,69,1,2,Closed Off
Structure,2,47,1,1,Cluttered / \n Pointy   
Structure,2,36,13,4,Tunnel/ \n Navigable\n Routes 
Structure,2,50,9,3,Flat
Structure,2,45,1,1,Cluttered / \n Pointy   
Structure,2,9,15,3,Flat
Structure,2,59,11,2,Closed Off
Structure,2,77,17,1,Cluttered / \n Pointy   
Structure,2,2,1,4,Tunnel/ \n Navigable\n Routes 
Structure,2,63,11,4,Tunnel/ \n Navigable\n Routes 
Structure,2,55,11,1,Cluttered / \n Pointy   
Structure,2,42,5,1,Cluttered / \n Pointy   
Structure,2,50,7,3,Flat
Structure,2,60,7,1,Cluttered / \n Pointy   
Structure,2,40,9,2,Closed Off
Structure,2,61,5,1,Cluttered / \n Pointy   
Structure,2,30,1,2,Closed Off
Structure,2,62,9,1,Cluttered / \n Pointy   
Structure,2,25,5,1,Cluttered / \n Pointy   
Structure,2,27,9,2,Closed Off
Structure,2,30,3,2,Closed Off
Structure,2,51,7,2,Closed Off
Structure,2,76,15,2,Closed Off
Structure,2,19,1,1,Cluttered / \n Pointy   
Structure,2,9,11,1,Cluttered / \n Pointy   
Structure,2,1,11,1,Cluttered / \n Pointy   
Structure,2,56,1,4,Tunnel/ \n Navigable\n Routes 
Structure,2,59,15,4,Tunnel/ \n Navigable\n Routes 
Structure,2,69,11,2,Closed Off
Structure,2,68,13,2,Closed Off
Structure,2,19,15,1,Cluttered / \n Pointy   
Structure,2,63,13,2,Closed Off
Structure,2,12,7,1,Cluttered / \n Pointy   
Structure,2,43,3,1,Cluttered / \n Pointy   
Structure,2,2,11,4,Tunnel/ \n Navigable\n Routes 
Structure,2,22,7,1,Cluttered / \n Pointy   
Structure,2,50,11,3,Flat
Structure,2,32,13,3,Flat
Structure,2,13,17,2,Closed Off
Structure,2,41,7,1,Cluttered / \n Pointy   
Structure,2,29,3,2,Closed Off
Structure,2,30,15,2,Closed Off
Structure,2,25,7,2,Closed Off
Structure,2,20,3,1,Cluttered / \n Pointy   
Structure,2,46,13,1,Cluttered / \n Pointy   
Structure,2,36,9,4,Tunnel/ \n Navigable\n Routes 
Structure,2,34,7,3,Flat
Structure,2,62,7,1,Cluttered / \n Pointy   
Structure,2,75,1,3,Flat
Structure,2,6,1,1,Cluttered / \n Pointy   
Structure,2,5,17,3,Flat
Structure,2,58,3,4,Tunnel/ \n Navigable\n Routes 
Structure,2,65,5,1,Cluttered / \n Pointy   
Structure,2,1,3,4,Tunnel/ \n Navigable\n Routes 
Structure,2,28,11,2,Closed Off
Structure,2,14,9,2,Closed Off
Structure,2,35,17,2,Closed Off
Structure,2,38,5,2,Closed Off
Structure,2,51,1,3,Flat
Structure,2,53,5,2,Closed Off
Structure,2,58,7,2,Closed Off
Structure,2,41,17,2,Closed Off
Structure,2,19,17,1,Cluttered / \n Pointy   
Structure,2,73,17,1,Cluttered / \n Pointy   
Structure,2,62,13,3,Flat
Structure,2,55,3,2,Closed Off
Structure,2,3,3,2,Closed Off
Structure,2,78,7,1,Cluttered / \n Pointy   
Structure,2,35,13,2,Closed Off
Structure,2,32,1,3,Flat
Structure,2,21,7,2,Closed Off
Structure,2,60,11,2,Closed Off
Structure,2,56,3,2,Closed Off
Structure,2,5,15,1,Cluttered / \n Pointy   
Structure,2,33,9,1,Cluttered / \n Pointy   
Structure,2,54,11,2,Closed Off
Structure,2,48,7,2,Closed Off
Structure,2,21,3,4,Tunnel/ \n Navigable\n Routes 
Structure,2,78,11,2,Closed Off
Structure,2,32,17,3,Flat
Structure,2,80,5,4,Tunnel/ \n Navigable\n Routes 
Structure,2,46,1,1,Cluttered / \n Pointy   
Structure,2,19,5,1,Cluttered / \n Pointy   
Structure,2,40,5,2,Closed Off
Structure,2,22,15,2,Closed Off
Structure,2,28,13,2,Closed Off
Structure,2,20,15,1,Cluttered / \n Pointy   
Structure,2,27,15,1,Cluttered / \n Pointy   
Structure,2,48,3,4,Tunnel/ \n Navigable\n Routes 
Structure,2,20,9,1,Cluttered / \n Pointy   
Structure,2,63,3,4,Tunnel/ \n Navigable\n Routes 
Structure,2,52,11,2,Closed Off
Structure,2,71,5,3,Flat
Structure,2,7,17,2,Closed Off
Structure,2,64,15,4,Tunnel/ \n Navigable\n Routes 
Structure,2,8,7,1,Cluttered / \n Pointy   
Structure,2,76,7,2,Closed Off
Structure,2,5,3,3,Flat
Structure,2,25,15,4,Tunnel/ \n Navigable\n Routes 
Structure,2,3,9,1,Cluttered / \n Pointy   
Structure,2,34,17,3,Flat
Structure,2,74,13,2,Closed Off
Structure,2,59,9,3,Flat
Structure,2,27,7,4,Tunnel/ \n Navigable\n Routes 
Structure,2,25,1,2,Closed Off
Structure,2,49,7,1,Cluttered / \n Pointy   
Structure,2,79,11,2,Closed Off
Structure,2,15,3,1,Cluttered / \n Pointy   
Structure,2,17,1,4,Tunnel/ \n Navigable\n Routes 
Structure,2,71,1,3,Flat
Structure,2,17,5,4,Tunnel/ \n Navigable\n Routes 
Structure,2,35,7,2,Closed Off
Structure,2,36,3,4,Tunnel/ \n Navigable\n Routes 
Structure,2,54,17,2,Closed Off
Structure,2,24,9,2,Closed Off
Structure,2,31,7,1,Cluttered / \n Pointy   
Structure,2,12,9,1,Cluttered / \n Pointy   
Structure,2,60,3,1,Cluttered / \n Pointy   
Structure,2,23,5,3,Flat
Structure,2,45,3,1,Cluttered / \n Pointy   
Structure,2,16,13,3,Flat
Structure,2,56,9,2,Closed Off
Structure,2,66,9,4,Tunnel/ \n Navigable\n Routes 
Structure,2,55,7,2,Closed Off
Structure,2,38,17,2,Closed Off
Structure,2,1,17,4,Tunnel/ \n Navigable\n Routes 
Structure,2,12,17,2,Closed Off
Structure,2,57,17,1,Cluttered / \n Pointy   
Structure,2,44,17,1,Cluttered / \n Pointy   
Structure,2,6,13,2,Closed Off
Structure,2,39,15,2,Closed Off
Structure,2,53,13,3,Flat
Structure,2,53,11,1,Cluttered / \n Pointy   
Structure,2,78,9,1,Cluttered / \n Pointy   
Structure,2,32,5,3,Flat
Structure,2,61,7,1,Cluttered / \n Pointy   
Structure,2,46,5,1,Cluttered / \n Pointy   
Structure,2,37,1,3,Flat
Structure,2,54,3,2,Closed Off
Structure,2,75,13,2,Closed Off
Structure,2,37,3,3,Flat
Structure,2,24,5,1,Cluttered / \n Pointy   
Structure,2,11,13,1,Cluttered / \n Pointy   
Structure,2,77,7,2,Closed Off
Structure,2,31,3,1,Cluttered / \n Pointy   
Structure,2,59,5,4,Tunnel/ \n Navigable\n Routes 
Structure,2,16,3,3,Flat
Structure,2,72,5,3,Flat
Structure,2,73,11,2,Closed Off
Structure,2,10,7,1,Cluttered / \n Pointy   
Structure,2,67,17,4,Tunnel/ \n Navigable\n Routes 
Structure,2,3,13,2,Closed Off
Structure,2,70,5,2,Closed Off
Structure,2,35,5,4,Tunnel/ \n Navigable\n Routes 
Structure,2,74,17,4,Tunnel/ \n Navigable\n Routes 
Structure,2,79,17,2,Closed Off
Structure,2,48,5,4,Tunnel/ \n Navigable\n Routes 
Structure,2,71,17,3,Flat
Structure,2,38,11,2,Closed Off
Structure,2,15,9,1,Cluttered / \n Pointy   
Structure,2,46,17,1,Cluttered / \n Pointy   
Structure,2,19,13,1,Cluttered / \n Pointy   
Structure,2,7,1,2,Closed Off
Structure,2,60,1,2,Closed Off
Structure,2,25,3,4,Tunnel/ \n Navigable\n Routes 
Structure,2,59,3,4,Tunnel/ \n Navigable\n Routes 
Structure,2,28,9,4,Tunnel/ \n Navigable\n Routes 
Structure,2,64,9,1,Cluttered / \n Pointy   
Structure,2,26,7,1,Cluttered / \n Pointy   
Structure,2,49,9,1,Cluttered / \n Pointy   
Structure,2,50,15,1,Cluttered / \n Pointy   
Structure,2,68,15,2,Closed Off
Structure,2,60,15,4,Tunnel/ \n Navigable\n Routes 
Structure,2,53,7,2,Closed Off
Structure,2,52,17,2,Closed Off
Structure,2,16,7,3,Flat
Structure,2,15,5,1,Cluttered / \n Pointy   
Structure,2,11,9,4,Tunnel/ \n Navigable\n Routes 
Structure,2,21,17,2,Closed Off
Structure,2,74,1,1,Cluttered / \n Pointy   
Structure,2,48,1,2,Closed Off
Structure,2,68,1,2,Closed Off
Structure,2,4,11,1,Cluttered / \n Pointy   
Structure,2,34,9,4,Tunnel/ \n Navigable\n Routes 
Structure,2,15,13,1,Cluttered / \n Pointy   
Structure,2,44,15,1,Cluttered / \n Pointy   
Structure,2,8,13,3,Flat
Structure,2,67,13,4,Tunnel/ \n Navigable\n Routes 
Structure,2,57,9,2,Closed Off
Structure,2,71,9,3,Flat
Structure,2,61,9,1,Cluttered / \n Pointy   
Structure,2,6,11,1,Cluttered / \n Pointy   
Structure,2,40,1,4,Tunnel/ \n Navigable\n Routes 
Structure,2,13,9,2,Closed Off
Structure,2,78,17,1,Cluttered / \n Pointy   
Structure,2,57,13,2,Closed Off
Structure,2,15,7,1,Cluttered / \n Pointy   
Structure,2,54,13,2,Closed Off
Structure,2,50,5,3,Flat
Structure,2,7,9,4,Tunnel/ \n Navigable\n Routes 
Structure,2,66,5,3,Flat
Structure,2,53,15,3,Flat
Structure,2,17,3,2,Closed Off
Structure,2,45,13,1,Cluttered / \n Pointy   
Structure,2,78,1,1,Cluttered / \n Pointy   
Structure,2,27,11,2,Closed Off
Structure,2,11,1,2,Closed Off
Structure,2,38,1,2,Closed Off
Structure,2,55,13,2,Closed Off
Structure,2,68,9,2,Closed Off
Structure,2,61,17,1,Cluttered / \n Pointy   
Structure,2,29,17,1,Cluttered / \n Pointy   
Structure,2,21,9,1,Cluttered / \n Pointy   
Structure,2,71,15,3,Flat
Structure,2,75,11,2,Closed Off
Structure,2,51,11,3,Flat
Structure,2,66,17,3,Flat
Structure,2,42,1,1,Cluttered / \n Pointy   
Structure,2,23,7,3,Flat
Structure,2,58,11,4,Tunnel/ \n Navigable\n Routes 
Structure,2,74,15,1,Cluttered / \n Pointy   
Structure,2,3,5,1,Cluttered / \n Pointy   
Structure,2,76,9,2,Closed Off
Structure,2,37,17,3,Flat
Structure,2,50,3,4,Tunnel/ \n Navigable\n Routes 
Structure,2,23,13,3,Flat
Structure,2,15,1,1,Cluttered / \n Pointy   
Structure,2,47,3,1,Cluttered / \n Pointy   
Structure,2,35,15,2,Closed Off
Structure,2,70,13,2,Closed Off
Structure,2,21,11,4,Tunnel/ \n Navigable\n Routes 
Structure,2,70,15,2,Closed Off
Structure,2,74,3,2,Closed Off
Structure,2,77,13,1,Cluttered / \n Pointy   
Structure,2,33,13,3,Flat
Structure,2,13,1,2,Closed Off
Structure,2,51,9,3,Flat
Structure,2,77,5,4,Tunnel/ \n Navigable\n Routes 
Structure,2,45,15,1,Cluttered / \n Pointy   
Structure,2,14,5,2,Closed Off
Structure,2,77,9,1,Cluttered / \n Pointy   
Structure,2,14,17,2,Closed Off
Structure,2,10,11,1,Cluttered / \n Pointy   
Structure,2,9,17,3,Flat
Structure,2,37,9,3,Flat
Structure,2,66,11,1,Cluttered / \n Pointy   
Structure,2,28,7,4,Tunnel/ \n Navigable\n Routes 
Structure,2,63,7,3,Flat
Structure,2,3,7,2,Closed Off
Structure,2,31,11,2,Closed Off
Structure,2,63,9,4,Tunnel/ \n Navigable\n Routes 
Structure,2,18,7,4,Tunnel/ \n Navigable\n Routes 
Structure,2,14,13,2,Closed Off
Structure,2,32,3,3,Flat
